static gcc3.2.1
8, 10763083022
9, 8731135392
10, 8283139944
11, 7867362475
12, 7444327653
13, 7080711166
14, 6720311143
15, 6174334366
16, 5758211592
17, 5310146691
18, 4934837262
19, 4845026643
20, 4808635899
21, 4705978642
22, 4637640999
23, 4562910250
24, 4498588248
25, 4431288135
26, 4365730339
27, 4304060185
28, 4245564825
29, 4158227082
30, 4084164405
31, 4013151778
32, 3948402079
33, 3873113901
34, 3819703326
35, 3758040019
36, 3713873303
37, 3682402795
38, 3675516805
39, 3665721067
40, 3653508535
41, 3644694256
42, 3634443778
43, 3622761784
44, 3617677891
45, 3601731232
46, 3594229129
47, 3584239999
48, 3578168863
49, 3568747707
50, 3563680942
51, 3552132837
52, 3546535036
53, 3537026053
54, 3532690062
55, 3530645935
56, 3517990435
57, 3511844931
58, 3524407951
59, 3503995587
60, 3498440712
61, 3490858969
62, 3485180392
63, 3488661349
64, 3479908069
65, 3705227131
66, 3469542342
67, 3466325719
68, 3465820384
69, 3461375398
70, 3460148488
71, 3455986714
72, 3452254999
73, 3450682381
74, 3462528321
75, 3453588556
76, 3454083670
77, 3457375651
78, 3459532852
79, 3457783105
80, 3457224032
81, 3456356743
82, 3457637218
83, 3455475598
84, 3457588015
85, 3458784793
86, 3463837992
87, 3461411719
88, 3461882104
89, 3462925813
90, 3461742318
91, 3463500567
92, 3466875822
93, 3468508159
94, 3475959531
95, 3471664621
96, 3472840635
97, 3468354190
98, 3476156227
99, 3477589951
100, 3477924730
101, 3477721105
102, 3482452294
103, 3486231675
104, 3488122918
105, 3494132743
106, 3496456464
107, 3498625402
108, 3503456512
109, 3511624230
110, 3511698429
111, 3521258629
112, 3521114290
113, 3538344058
114, 3534536145
115, 3535474852
116, 3543671416
117, 3550273054
118, 3555987991
119, 3564402387
120, 3564966036
121, 3574456237
122, 3581544468
123, 3589574722
124, 3590243835
125, 3607690570
126, 3603835098
127, 3614553871
128, 3621585633
129, 3627185433
130, 3638041368
131, 3643569853
132, 3650099725
133, 3655197790
134, 3666759163
135, 3670036993
136, 3677662603
137, 3692026077
138, 3695667120
139, 3703015072
140, 3709060014
141, 3722619711
142, 3961168006
143, 3742564704
144, 3744822465
145, 3766348432
146, 3768542629
147, 3761170905
148, 3760472506
149, 3770597493
150, 3774803245
151, 3787814146
152, 3769302172
153, 3776419866
154, 3774543492
155, 3772203745
156, 3777044845
157, 3830703823
158, 3801561894
159, 3783683044
160, 3783934240
161, 3783404836
162, 3783995062
163, 3780910653
164, 3784660860
165, 3792781413
166, 3788789127
167, 3790347937
